输入,预期输出,实际输出,结果
2014年1月14号买的博世gbm350re 10mm手电钻到2014年2月12号还没给 我解决我的投诉，买了就不能退 ， 签收了有质量问题，得第三方鉴定 ，到目前为止我还没找到能够鉴定 手电钻的地方，找投诉的地方 都没有，卖家态度极差，手电钻还不 用了三年的旧钻，没见过这么垃圾的卖家和这么垃圾的商品。还七 天无理由退货呢，不能用，都一个月了，钱物两空，京东都没给解决，竟然说拆封了就不能退，试问京 东，是不是要求我们当着快递员的面验货，只要验货拆封东西就是你的，否则，想退没门，要专业检测 机构检测报告才行，没有检测部门的，任由你倒霉，300元的东西，我们真的伤不起！！！！！！！！！ ！！！！！！！！钱款两空，把顾客的利益完全抛到脑后，恐怕只有在京东网购，才能惊现，你们做的 真的很垃圾！！！！！！！！！！！！！我,1,1.0,正确
2014年1月14号买的博世gbm350re 10mm手电钻到2014年2月8号还没给我解决我的投诉，买了就不能退，签收了有质量问题，得第三方鉴定，到目前为止我还没找到能够鉴定手电钻的地方，找投诉的地方都没有，卖家态度极差，手电钻还不如用了三年的旧钻，没见过这么垃圾的卖家，和这么垃圾的商品，建议大家远离这种卖家。强烈建议普通消费者不要购买！！！！你说你今后还敢在京东上买东西吗？？在淘宝上买了4年东西也没碰到这么垃圾的卖家和垃圾的商品，别说不能用了，就是不满意都可以退货。更没听说过拆与不拆的故事！一个月都没解决，不知道什么时间给解决，最后钱财两空，在京东网购惊现了，垃圾京东!!!离倒闭不远了！！！年都没过好，天天打电话烦死我了,1,1.0,正确
2014年1月14号买的博世gbm350re 10mm手电钻到2014年2月8号还没给我解决我的投诉，买了就不能退，签收了有质量问题，得第三方鉴定，到目前为止我还没找到能够鉴定手电钻的地方，找投诉的地方都没有，卖家态度极差，手电钻还不如用了三年的旧钻，没见过这么垃圾的卖家，和这么垃圾的商品，建议大家远离这种卖家。强烈建议普通消费者不要购买！！！！你说你今后还敢在京东上买东西吗？？在淘宝上买了4年东西也没碰到这么垃圾的卖家和垃圾的商品，别说不能用了，就是不满意都可以退货。更没听说过拆与不拆的故事！一个月都没解决，不知道什么时间给解决，最后钱财两空，在京东网购惊现了，垃圾京东!!!离倒闭不远了！！！年都没过好，天天打电话烦死我了。,1,1.0,正确
2014年2月13日收到的索尼（sony） xperia tablet z sgp341有问题.没有卡托，手机卡怎么用，就是为了3g版才买的，品控太差劲，赠品平板套伤痕累累，内存卡还没试用，太恶心了，而且屏幕还有两个坏点，有一个最明显，要求速度换货.,1,1.0,正确
2014年2月19日，11；14分给我来电的客服，已经明确告知可以退款就匆匆挂了电话，就当没有发生一样，你们轻松的不得了，整整维权了三个多月，京东商城一直不断忽悠，装疯卖傻，拒不承认，现在京东商城已经无法抵赖，无法掩饰，所有这些你们电话都有录音的，我这里也有录音，你们高级客服口口声声说会承担一切责任，这次就让你们承担个够,1,1.0,正确
2014年3月29日预定，订单号：1234155204 ，今天收到货，却是v1版本不带蓝牙的。现在生产的不都是v3版本带蓝牙的吗？等了几天有货却是以前的旧版本，请问到广西南宁发货的仓库有没有最新v3带蓝牙版本的，没有的话就要退货了，简直是欺骗消费者！ (2014-04-01 09:01:43)订单号：1234155204 ，昨天收到的机器，没蓝牙的v1板，和你们购买链接不符，关机状态下冲不了电。,1,1.0,正确
2014年5月24日08:03：54再次接到广东移动一个号码1065752531945500的垃圾短信。“您于20140517? 00:10:05 接受订单736875525在线客服服务，邀请您评价服务体验，问卷已发送到您的邮箱感谢您的参与 京东”。我在上个月多次投诉过这样的事情，结果现在再次发生！要求对京东进行严惩！,1,1.0,正确
2014年6月26日购买的sl-m2071fh打印机，用了8天出故障，显示屏提示不能打印更换墨盒，一会又能打印，复印是花的，传真声音小。我对以上问题向京东申请换货，京东不同意，提出要三星公司出检测报告，三星当地售后也不管，我向京东投诉，京东都是忽悠我，说已联系售后，已经反映3天了，还是没有解决，真不知该怎么维权。我很后悔在京东购买打印机，在当地商场高150元，如在当地购买，15天内出故障会立即更换，不明白京东，很直观就看见不能使用的还推说要什么鉴定，服务比淘宝还差。,1,1.0,正确
2014年6月8日店庆期间购买婴幼儿奶粉16罐，期间商家并未做临期奶粉标示或者通知客户奶粉临期！6月18日到货后，竟发现16罐奶粉仅只有1罐，并且此奶粉外观异常脏，罐体上沾着已经凝固的透明固体，恶心至极！并且奶粉已经只有不足3个月的保质期（保质期24个月），已属临期！且钙奶粉中铝封鼓着大包，其中无菌环境已经破坏，微生物严重繁殖，已属于变质，根本无法给婴幼儿服用！致电京东要求其解决，京东客服一拖再拖，甚至最后明确表明该奶粉不给于解决！京东商城完全不顾婴幼儿食品重要性，公然销售变质食品，且任何悔改之心，是属恶劣！！！请国家药监局给予查处！！！电话13830044677 ?张扬至！京东购买订单编号：1513707571,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（14亿顾客和京东养活了他）但这只狗毫不负责，满嘴谎言，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，不知感恩，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，不知感恩，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！另外，顾客拒绝它为上帝服务，必须马上命令他把我所有需要处理的订单移交其他客服处理！,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，不知感恩，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！另外，顾客拒绝它为上帝服务，必须马上命令他把我所有需要处理的订单移交其他客服处理！我的电话18355508065，马上给上帝致,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，不知感恩，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！另外，顾客拒绝它为上帝服务，必须马上命令他把我所有需要处理的订单转交其他客服处理！,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，不知感恩，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！另外，顾客拒绝它为上帝服务，必须马上命令他把顾客所有需要处理的订单转交其他客服处理！,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，不知感恩，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！另外，顾客拒绝它为上帝服务，必须马上让他把顾客所有需要处理的订单转交其他客服处理！,1,1.0,正确
2014年的死狗徐龙生（61894）欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！,1,1.0,正确
2014年的死狗徐龙生欺骗顾客，危害企业！（14亿顾客和京东养活了他）但这只狗毫不负责，满嘴谎言，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！,1,1.0,正确
2014年的死狗徐龙生欺骗顾客，危害企业！（我和14亿顾客养活了他）但这只狗毫不负责，满嘴谎言，偷偷将顾客订单扣留在自己账号中连续8次承诺给顾客在明天中午12点前回电却未兑现一次！任何人不爽，都应该去抽他的嘴巴，这杂种让大家做了替罪羊！这只狗杂种工作时间告诉顾客他自己学习差，21岁高一还没读完，它先做建筑，竟然嫌苦，为轻松这骗子靠蒙骗混入京东做了客服，这脑残的不孝子告诉顾客他恨他妈只是因为他妈让它智商很低，并坦言他妈为安逸做了贪官的情妇，偷偷生下它的！14亿对它不满的顾客都想打死他！顾客现在要投诉他，顾客请你把情况反馈到质监部门和人事部门，他必须受到处罚：开除它！,1,1.0,正确
20:18:48还是只是在放屁？,1,1.0,正确
2020年在处理有个屁用啊,1,1.0,正确
2029 老子投诉你到底！！！,1,1.0,正确
20~30你妹了！！ 每次都是一样的话！！有用吗,1,1.0,正确
2046欺骗消费者，我要投诉她，你帮我记录，情况我会在12315投诉网页里填写,1,1.0,正确
20:56:04 这样好吗，看您这么着急，我们这边为您的订单留言跟进下，希望尽快的为您送到好吧? 这样的话你们说了 n边毛用没用,1,1.0,正确
20717697-76258011:00:11厂家直送应该是3-7天20717697-76258011:01:22一直忽悠我说大件没快递的，怎么又变成快递单号了,1,1.0,正确
2088年发还有个屁用啊,1,1.0,正确
209买的尿不湿，价格全网最贵，要不是说给返200元卷谁会买啊，那不是脑子有病吗,1,1.0,正确
20不贵，太坑人了,1,1.0,正确
20个京豆加上昨天的利息一共1000000000个你给老子申请吧,1,1.0,正确
20个人都在说句话，你们这帮畜生、,1,1.0,正确
20个豆老子不在乎但是老子在乎你们的态度,1,1.0,正确
20京券 我有为难你妈 ?你自己说说,1,1.0,正确
20元一晚老子就买你一周来玩玩。太贵了老子买不起。,1,1.0,正确
20元京卷没什么，可是这样你们是欺骗消费者的，真心寒。。自己去看看评论吧，有好几个人提到了这个京卷的。。,1,1.0,正确
20元拿来吃屎啊,1,1.0,正确
20元是小事，但是不可以这样忽悠客户的！,1,1.0,正确
20公里路，乌龟都爬到了,1,1.0,正确
20几天了，你们忽悠够了吧。,1,1.0,正确
20几天了 你们是什么态度 ，欺骗消费者吗,1,1.0,正确
20几天了，天天找客服墨迹这破事也解决不了，时间不是白来的，货看不到，钱还他妈看不到,1,1.0,正确
20分钟了你除了废话干什么了有这个时间是清早他妈的解决了,1,1.0,正确
20号下午3点来取货的上面怎么说2014-02-21 08:05:16配送员：朱冬已出发，手机号：18865337179，请您准备好全套商品、发票及包装，感谢您的配合！ 明显在忽悠人,1,1.0,正确
20号就付款了 等到几天 收到一滩垃圾,1,1.0,正确
20号就在送往南阳邓州，现在还是！你忽悠我吧,1,1.0,正确
20号我就寄了，你们是21号就收到了，没有货还让顾客拍已经是欺骗顾客了。换货没有，退款也不理。是不是太过分了,1,1.0,正确
20号我要送给妈妈的生日礼物，你们这样搞的我根本赶不及了,1,1.0,正确
20号没到，21号忽悠我们说尽快送货，,1,1.0,正确
20号的东西21号应该到的 今天都24号了 尼玛连一个电话都没有?,1,1.0,正确
20号的订单你26号再投，你们他妈的有病吧,1,1.0,正确
***20号还是催。日尼玛的东西15号都到宁波了 一直不送 ***的自己喝了吧,1,1.0,正确
20号这款电视97个评论，我第四个评论的，你们就这么忽悠客户..............,1,1.0,正确
20号都取走了，还取你妹呀，你们咋做事的,1,1.0,正确
20号问你们 就说21号打我电话 今天都23号了你们也没有人联系我 请问怎么能这样来欺骗消费者,1,1.0,正确
20块钱我至于忽悠你们吗，我在京东买东东西也不少了，你们就这样对待老客户？,1,1.0,正确
20块钱，连个屁都买不到。。。,1,1.0,正确
20多分钟了，连个屁都没放,1,1.0,正确
"20多天了,15天算什么?放屁?",1,1.0,正确
20多天了 不想跟你们扯淡了,1,1.0,正确
20多天了现在打电话给我说没货了，叫我取消订单，有病吧,1,1.0,正确
20多天了还没结果吗，这不是欺骗消费者吗，换与不换最少也有个结果了吗？,1,1.0,正确
20多天快递都可以送到刘强东他孙子手上了。,1,1.0,正确
20天不到货？送他妈b啊,1,1.0,正确
20天了不送货，你妹的这是空手道啊？光收钱，不给货？,1,1.0,正确
20天了今天才的我说没有寄出来，你妈的你们睡觉去了。,1,1.0,正确
20天了你们的专员没有四会不给老子电话吗,1,1.0,正确
20天了，你们还想忽悠我吗，不能退就不能退，,1,1.0,正确
20天了你还叫老子等,1,1.0,正确
20天了给老子退回来都不可以了你们要付利息了,1,1.0,正确
20天了老子等了你们20天了你们的工作人员都死了吗,1,1.0,正确
20天了， 说订单多 前面几天我也就等了。 ? 现在告诉我货已经到了。 ?这不是欺骗 ? ?jd 现在做大了 ? 不怕法律了是吧。,1,1.0,正确
20天，京东客服死光光,1,1.0,正确
20天什么都有了，买个垃圾电视还要像等提车一样等？能不能,1,1.0,正确
20天从北京才到郑州？我日,1,1.0,正确
20天你们的额领导贪污了老子多少你们就给了总爱退回来多少,1,1.0,正确
20-天，你们这叫欺骗顾客,1,1.0,正确
20天 你妹的,1,1.0,正确
20天内， 每位客服， 都承诺给我核实真实情况， 隔天给我的回复就是肯定是笔记本电脑，最终呢？全部都是欺骗， 那些约300位的客服， 都是欺骗行为，这些欺骗，代表的是你们京东。,1,1.0,正确
20天，去见他妈的鬼吧,1,1.0,正确
20天，太坑了吧,1,1.0,正确
20天太坑人了吧。20天估计都降价了,1,1.0,正确
20天时间天天在欺骗顾客,1,1.0,正确
20天，这不是忽悠人嘛,1,1.0,正确
20天？？？那还预售个毛啊。。你们太坑了。。,1,1.0,正确
20小时？20小时我操你妈都可以操20次了,1,1.0,正确
20就到了，妈的，现在还没到，你妹，骗人啊,1,1.0,正确
20快有毛用阿,1,1.0,正确
20顶个屁用啊,1,1.0,正确
210块感觉太坑了,1,1.0,正确
210太坑 了,1,1.0,正确
211===京东欺骗消费者的铁证,1,1.0,正确
211从来没实现过，欺骗消费者,1,1.0,正确
211只是狗屁吗？,1,1.0,正确
211在你眼里就是狗屁,1,1.0,正确
211就是今天到，你不要在忽悠我,1,1.0,正确
211忽悠人呢,1,1.0,正确
211忽悠人啊,1,1.0,正确
211承诺当放屁，然后说给你补偿1000京豆,1,1.0,正确
211时限当放屁么,1,1.0,正确
211是不是忽悠人的,1,1.0,正确
211是不是放屁,1,1.0,正确
211的单拖了他妈四天?操,1,1.0,正确
211的承诺，纯属忽悠吗？,1,1.0,正确
211限时达商品晚上11点前下单你们都会发货的，你他妈的说你们仓库下班了，骗鬼了，是把,1,1.0,正确
211限时达如果无法严格履行，不能履行的时候最好提前说明，忽悠完之后不能履行承诺，这算什么,1,1.0,正确
211限时达就他妈的是这个速度啊,1,1.0,正确
211限时达忽悠人,1,1.0,正确
211限时达是吃屎的吗,1,1.0,正确
211限时达是忽悠人的吗,1,1.0,正确
211限时达是忽悠人的吗？告诉我,1,1.0,正确
211限时达是狗屁吗 艹你娘的,1,1.0,正确
211限时达 ?有屁用,1,1.0,正确
211限时达有用吗?欺骗消费者,1,1.0,正确
211限时达的承诺是不是早就是忽悠和口号了？,1,1.0,正确
211限时达还限个屁呀,1,1.0,正确
211限时送达忽悠人的,1,1.0,正确
21\2014-03-13 11:29:18?可以，我还有好几个包裹今天收货jingshan321\2014-03-13 11:29:21?你跟老子等着jingshan321\2014-03-13 11:29:25?老子会当面签收jd_meilin2012\2014-03-13 11:28:58?眼红对吧jingshan321\2014-03-13 11:29:30?让快递写个证明jingshan321\2014-03-13 11:29:38?我让你死的心服口服jd_meilin2012\2014-03-13 11:29:14?这么多包裹jd_meilin2012\2014-03-13 11:29:21?你就是固意来找事的jd_meilin2012\2014-03-13 11:29:30,1,1.0,正确
21付的款，28还没有收到，也没有人联系过我们，商家是不是太垃圾了,1,1.0,正确
21号下的单，到今天还没有送货，恶心到我了,1,1.0,正确
21号之前？我去你妈的比阿,1,1.0,正确
21号付的款，今天说又没货，你们真会忽悠人，投诉也投了，也没有回复，你们的服务态度越来越差了,1,1.0,正确
21号到今天又一周了没有看到你们解决问题的诚意老子的成长值还没有给老子补上,1,1.0,正确
21号到的东西搞到24还没有到 天天催还是一样? 垃圾的京东,1,1.0,正确
21号到的武汉 今天都24了 还没到售后手里？ 我想问 是乌龟吗？,1,0.0,错误
21号前收手机 现在呢   还他妈往后推  】,1,1.0,正确
21号发货的，三天后我就开始催问货单号还有什么时间到货，你们一直忽悠我已还有1-2天,1,1.0,正确
21号就到海丰了，狗日的，,1,1.0,正确
21号就发货了，他妈的到现在连个影子的都没有,1,1.0,正确
21号，我联系快递公司，说还没有发，气死我了,1,1.0,正确
21号明有在线客服登记价保问题，为什么谎话欺骗没有记录？,1,1.0,正确
21号明有在线客服登记价保问题，为什么谎话欺骗没有记录？你好像没解释呀,1,1.0,正确
21号明有在线客服记录，为什么谎话欺骗忽悠？,1,1.0,正确
21号显示都说因为订单问题件多，不能送！ 到昨天 22号下午才配送！！！ 这垃圾竟然说是几次配送都签收不了？？？？,1,1.0,正确
21号送货23号安装，尼玛25号在打包。。。。。。,1,1.0,正确
21号预定，提示22号有货，结果没有，联系说预定你一般是1-3天有货，结果没有，有联系是预定一般3-5天有货，结果也没有，有联系说一般预定要一周左右，结果过了一周，还是没有？不知道是怎么回事？难道重开始就是在忽悠人的？,1,1.0,正确
21日就说到当地站点了 催了8天没进展 前天我自己跑到站点去看究竟 结果没找到我的快件 回来找了客服 客服帮我核实了说是缺货 事实还没发货 物流进程是忽悠的,1,1.0,正确
21日的100老子最后告诉你同成长值没有关系是因为5天时间你们没有给我处理结果你们的客服主管给我申请的补偿,1,1.0,正确
21点之前不能解决明白，我就不再跟你们废话了,1,1.0,正确
2-20天忽悠谁呢！,1,1.0,正确
2-20天是从什么时候开始算？不会是从今天开始算吧？到时候你们不会又弄些不合格产品来忽悠我们吧？,1,1.0,正确
220是水洗织物的标志？第一次遇到220换算成35码的商家！小学没上的也算不出这样的结果！真还这么狡辩的无良商家！竟***的扯淡！你们的答复简直是把安踏牌子扔到地上，再吐口痰！！！ ,1,1.0,正确
221942058-39125115:47:37废人说废话.你只管你自己打的字.从不看别人打的字.221942058-39125115:47:42麻烦你转你主管.,1,1.0,正确
2.23早上9：51接到客服电话，说是人为导致壶盖断裂。我有病呀，故意把它弄坏，你们京东说话越来越不负责任了。今天早上收到水壶了，可是更坏了，我寄过来的时候包的好好的，你们寄回来却只用了一个口袋给包着，导致我的壶底全部破损，已经无法使用，原本只是壶盖断裂，还能烧水，现在是面目全非，你们必须得赔偿我这个损失。,1,1.0,正确
2260你也是个傻逼,1,1.0,正确
22到现在，送你妈的货。就是因为返修货受歧视而已。,1,1.0,正确
22号上海开仓发货为何不发给我  你们提示是有货的  大大的京东说话放屁吗,1,1.0,正确
22号下单 说是48小时发货 你们欺骗消费者有这么欺骗的吗 ?24号没发货 ?25号不发货 ?26号依旧不发货 ?27号说是发货 ? 其实是假单号 ?28号还不能查到信息 还被证实为假单号,1,1.0,正确
22号下单 说是48小时发货你们欺骗消费者有这么欺骗的吗24号没发货25号不发货26号依旧不发货27号说是发货 其实是假单号28号还不能查到信息 还被证实为假单号,1,1.0,正确
22号到5号这尼玛是十天么，我怎么没看见注明十天呢,1,1.0,正确
22号就已收到货你自己看京东第3方卖家的处理进度显示还没收获还要6天自动退款有这样忽悠人的吗？,1,1.0,正确
22号就说到现在? 重新买一个都到了 天天就这忽悠?操你吗的京东,1,1.0,正确
22号的 乌龟都能走到我这里来了,1,1.0,正确
22号的，今天多久了，为什么一直现在打包，打你妈的头，需要这么久吗？？？？？？？、,1,1.0,正确
22号的时候就是??我22号10点的强的?人家的 23的都到手了我的他妈的还在采购?收2到7天内发货让我等了6天,1,1.0,正确
22号都出库了，出到现在还是这个状态？这不是忽悠消费者吗？,1,1.0,正确
22号都出库了？忽悠鬼呀,1,1.0,正确
22天      老子现在退货多久到账？？？？,1,1.0,正确
22天都过了    还没个鸡巴动静,1,1.0,正确
22日下单，26日才发货，京东垃圾，全京东人死光光！！！操你妈个逼！！！！,1,1.0,正确
22日下单，26日才发货，京东垃圾，全京东人死光光！！！操你妈个逼！！！！22日下单，26日才发货，京东垃圾，全京东人死光光！！！操你妈个逼！！！！,1,1.0,正确
22点33分 ? 你说的难道不是我账户 ? 你还忽悠我,1,1.0,正确
22？贵？尼玛当初叫你们弄邮费到付,1,1.0,正确
2.30不把钱还来！你跟老子试,1,1.0,正确
230应该给老子20个豆，昨天没有及时给现在必须给利息,1,1.0,正确
23:20:46你把这消息给你们领导，告诉草尼玛的刘强东所有下属，,1,1.0,正确
2320，你这脑残，你妈给我做的小三，你知道吧！你妈这妓女还没有你恶毒,1,1.0,正确
2320，你这脑残，你妈给我做的小三，你知道吧！你妈这妓女还没有你恶毒！,1,1.0,正确
2337忽悠我！,1,1.0,正确
2339垃圾专业，还有一个垃圾专员,1,1.0,正确
234元买商场花几元钱买的两小包吗，欺骗,1,1.0,正确
2367你妈叫你回家吃饭,1,1.0,正确
23号下单买东西，送烂货，退换货，折腾老子十天了，还没弄好，你们全体人员遭诅咒,1,1.0,正确
23号下的单，到现在不发货，有能力就卖，没能力就别挂网上卖，别没事欺骗消费者,1,1.0,正确
23号下的单 到现在还没收到 ?说是还要等 等刘强东他吗黑带,1,1.0,正确
23号从武汉发出，到现在还没到我这里，垃圾快递啊,1,1.0,正确
23号就开始跟你们这群垃圾反馈了,1,1.0,正确
23号忽悠我帮我安装，结果让我白等了一天，今天帮我安装又是坏货,1,1.0,正确
23号打的款，24号说给了顺丰物流，可现在一点信息都没有。我觉得这是在忽悠,1,1.0,正确
23号申请的 24号拿走机器 28号机器才到京东..这效率真的是吃屎,1,1.0,正确
23号送 送个屁啊,1,1.0,正确
23天也不是小数，速度像乌龟,1,0.0,错误
2-3天，妈的，亏京东说的出口,1,1.0,正确
23点之前都睡觉了 ?谁大晚上不睡觉傻逼等着快递员配送,1,1.0,正确
2446你死了吗还没给老子转过去,1,1.0,正确
2464号 ?日他妈,1,1.0,正确
2465，拜托你赶紧联系煞笔第三方~,1,1.0,正确
24h你妹啊,1,1.0,正确
24个小时，别扯淡饿了,1,1.0,正确
24个尼玛蜡笔,1,1.0,正确
24你们还来过电话 就是抵赖 说什么计算机错误 不肯赔偿,1,1.0,正确
24你妈个逼    赶紧在5点半前打过来,1,1.0,正确
24你妹，之前怎么说的昨天中午12点之前解决还让我等你妹啊,1,1.0,正确
24? 你当老子那么好忽悠的,1,1.0,正确
24到48小时啊，他妈的，那么久啊,1,1.0,正确
24号就是很好的证明 ?说有人联系我 ?结果28个屁都没一个,1,1.0,正确
24号开好了发票，昨天才收到，别他妈的在这扯，让你们高层给我电话答复,1,1.0,正确
24号 我遇到你们四个手机在线不靠谱的客服  忽悠客户  一个说帮反馈问题不反馈  另一个说帮着找主管也不给找,1,1.0,正确
24号，看到中奖，当天就给了地址给客服，说两天左右寄出，但是现在半个月了，没见到电池，这不是欺骗？？,1,1.0,正确
24号老子都到深圳了。,1,1.0,正确
24天没个屁结果！,1,1.0,正确
24小时 48小时 你们不要给我扯淡,1,1.0,正确
24小时一般有结果，不是肯定有结果，核查耽误至少一天，到时配送又耽误两三天，妈的，什么速度，10号的单要30号才能到吗？,1,1.0,正确
24小时不发货你们还有理了是不是叫你来这里起老子了,1,1.0,正确
24小时个屁,1,1.0,正确
24小时之内 ?24你妹啊,1,1.0,正确
24小时之内再不打电话 我只能投诉你们欺骗消费者了！,1,1.0,正确
24小时之内是个废话！我多不敢相信了,1,1.0,正确
24小时之内没有给我回电处理的话 你全家死光光 可以么？,1,1.0,正确
24小时了 ?从郑州到郑州都他妈b 这么慢？？？？,1,1.0,正确
24小时了，尼玛要多久处理啊，我怎么投诉啊,1,1.0,正确
24小时了 都没变更取消 遇到个客服还跟傻逼似的,1,1.0,正确
24小时？ 从什么时候开始算 我tmd投诉这么长时间了 也没给我解决,1,1.0,正确
24小时你ma ma你姐姐被人强奸死了,1,1.0,正确
24小时你妈逼啊！！,1,1.0,正确
24小时'你妹,1,1.0,正确
24小时，你当我傻子耍是吧,1,1.0,正确
24小时内回复，我不问，tmd谁理过我？,1,1.0,正确
24小时内我没接到你们的客服电话，这是第四次被你们忽悠了,1,1.0,正确
24小时内被你们连着忽悠4次，真是太幸运了,1,1.0,正确
24小时别扯淡了,1,1.0,正确
